tender_id,project_name,sector,region,country,subregion,value_usd_m,bid_deadline,client,project_start_date,duration_months,esg_requirements,risk_factors,procurement_type,project_complexity,project_scale,description
tid-20741,"oil pipeline in spain, spain",residential,europe,spain,spain,734.98,2025-10-27,municipality,2025-09-14,69,community engagement,cost overruns,open bid,medium,large,"open tender for a residential large-scale project: hospital in spain, spain. requires sustainable materials."
tid-20742,"highway in new york, usa",commercial,north america,usa,new york,115.29,2027-12-21,state-owned enterprise,2029-12-13,30,renewable energy,labor shortages,selective bid,medium,medium,"open tender for a commercial medium-scale project: wind farm in new york, usa. requires smart city tech."
tid-20743,"oil pipeline in sweden, sweden",energy,europe,sweden,sweden,893.59,2026-06-10,public-private partnership,2025-08-16,76,carbon neutrality,cost overruns,open bid,medium,large,"open tender for a energy large-scale project: shopping mall in sweden, sweden. requires sustainable materials."
tid-20744,"railway in florida, usa",transportation,north america,usa,florida,1408.71,2027-07-23,ngo,2029-07-08,50,green building,supply chain delays,negotiated contract,high,mega,"open tender for a transportation mega-scale project: warehouse in florida, usa. requires smart city tech."
tid-20745,"wind farm in germany, germany",utilities,europe,germany,germany,828.36,2027-01-30,international agency,2027-08-20,65,unknown,environmental concerns,epc,low,large,"open tender for a utilities large-scale project: hospital in germany, germany. requires bim integration."
tid-20746,"data center in uae, uae",education,middle east,uae,uae,147.62,2026-01-31,municipality,2026-08-21,50,green building,labor shortages,negotiated contract,low,medium,"open tender for a education medium-scale project: power plant in uae, uae. requires smart city tech."
tid-20747,"metro system in spain, spain",healthcare,europe,spain,spain,42.07,2027-10-08,international agency,2026-11-16,21,waste reduction,regulatory changes,design-build,low,small,"open tender for a healthcare small-scale project: highway in spain, spain. requires smart city tech."
tid-20748,"smart city in victoria, australia",infrastructure,australia,australia,victoria,2422.57875,2027-06-01,ngo,2029-06-19,44,water conservation,geopolitical risks,epc,high,mega,"open tender for a infrastructure mega-scale project: bridge in victoria, australia. requires smart city tech."
tid-20749,"school in new york, usa",utilities,north america,usa,new york,806.78,2026-12-12,international agency,2027-05-24,18,water conservation,labor shortages,epc,high,large,"open tender for a utilities large-scale project: high-rise building in new york, usa. requires bim integration."
tid-20750,"refinery in kenya, kenya",healthcare,africa,kenya,kenya,2422.57875,2027-06-03,utility company,2025-10-04,86,green building,environmental concerns,design-build,medium,mega,"open tender for a healthcare mega-scale project: stadium in kenya, kenya. requires modular construction."
tid-20751,"refinery in new york, usa",energy,north america,usa,new york,13.31,2027-10-11,government,2027-06-14,58,green building,regulatory changes,negotiated contract,high,small,"open tender for a energy small-scale project: oil pipeline in new york, usa. requires advanced engineering."
tid-20752,"data center in british columbia, canada",education,north america,canada,british columbia,2422.57875,2028-02-03,corporate,2030-01-21,23,water conservation,environmental concerns,open bid,low,mega,"open tender for a education mega-scale project: solar plant in british columbia, canada. requires smart city tech."
tid-20753,"smart city in qatar, qatar",commercial,middle east,qatar,qatar,2422.57875,2026-07-09,municipality,2029-07-15,76,water conservation,unknown,design-build,high,mega,"open tender for a commercial mega-scale project: metro system in qatar, qatar. requires advanced engineering."
tid-20754,"smart city in algeria, algeria",energy,africa,algeria,algeria,1445.65,2027-07-16,state-owned enterprise,2025-06-29,63,community engagement,cost overruns,selective bid,medium,mega,"open tender for a energy mega-scale project: residential complex in algeria, algeria. requires modular construction."
tid-20755,"residential complex in france, france",healthcare,europe,france,france,2422.57875,2026-11-01,international agency,2027-09-19,38,carbon neutrality,labor shortages,open bid,low,mega,"open tender for a healthcare mega-scale project: stadium in france, france. requires local labor."
tid-20756,"oil pipeline in south korea, south korea",residential,asia-pacific,south korea,south korea,78.5,2027-11-24,international agency,2029-04-24,93,unknown,regulatory changes,design-build,high,medium,"open tender for a residential medium-scale project: railway in south korea, south korea. requires sustainable materials."
tid-20757,"stadium in mexico, mexico",residential,north america,mexico,mexico,2422.57875,2027-03-20,private developer,2027-02-05,13,water conservation,geopolitical risks,selective bid,high,mega,"open tender for a residential mega-scale project: port in mexico, mexico. requires bim integration."
tid-20758,"hospital in morocco, morocco",utilities,africa,morocco,morocco,483.7,2025-08-20,private developer,2026-07-01,87,carbon neutrality,labor shortages,negotiated contract,high,large,"open tender for a utilities large-scale project: stadium in morocco, morocco. requires local labor."
tid-20759,"airport in saudi arabia, saudi arabia",infrastructure,middle east,saudi arabia,saudi arabia,937.05,2026-09-11,utility company,2026-11-25,94,community engagement,geopolitical risks,selective bid,low,large,"open tender for a infrastructure large-scale project: airport in saudi arabia, saudi arabia. requires advanced engineering."
tid-20760,"high-rise building in wales, uk",utilities,europe,uk,wales,2422.57875,2027-11-23,state-owned enterprise,2026-11-17,91,carbon neutrality,regulatory changes,epc,low,mega,"open tender for a utilities mega-scale project: school in wales, uk. requires sustainable materials."
tid-20761,"highway in british columbia, canada",infrastructure,north america,canada,british columbia,2422.57875,2026-06-16,public-private partnership,2028-08-26,33,water conservation,unknown,epc,high,mega,"open tender for a infrastructure mega-scale project: airport in british columbia, canada. requires modular construction."
tid-20762,"refinery in kenya, kenya",residential,africa,kenya,kenya,996.07,2025-08-18,private developer,2029-08-20,37,green building,cost overruns,epc,low,large,"open tender for a residential large-scale project: railway in kenya, kenya. requires local labor."
tid-20763,"oil pipeline in ontario, canada",healthcare,north america,canada,ontario,680.28,2028-02-06,corporate,2026-08-21,32,green building,supply chain delays,epc,high,large,"open tender for a healthcare large-scale project: railway in ontario, canada. requires sustainable materials."
tid-20764,"data center in morocco, morocco",infrastructure,africa,morocco,morocco,2422.57875,2026-09-18,private developer,2029-01-26,46,carbon neutrality,geopolitical risks,negotiated contract,high,mega,"open tender for a infrastructure mega-scale project: shopping mall in morocco, morocco. requires bim integration."
tid-20765,"water treatment plant in alberta, canada",transportation,north america,canada,alberta,894.57,2026-03-09,state-owned enterprise,2028-01-04,78,unknown,geopolitical risks,open bid,low,large,"open tender for a transportation large-scale project: oil pipeline in alberta, canada. requires sustainable materials."
tid-20766,"smart city in egypt, egypt",industrial,africa,egypt,egypt,147.52,2026-06-26,municipality,2025-12-10,76,waste reduction,labor shortages,negotiated contract,high,medium,"open tender for a industrial medium-scale project: school in egypt, egypt. requires modular construction."
tid-20767,"bridge in uae, uae",commercial,middle east,uae,uae,131.41,2025-11-23,international agency,2027-08-03,61,water conservation,cost overruns,selective bid,high,medium,"open tender for a commercial medium-scale project: hospital in uae, uae. requires smart city tech."
tid-20768,"wind farm in france, france",utilities,europe,france,france,1597.27,2027-03-06,government,2025-12-24,30,waste reduction,regulatory changes,epc,low,mega,"open tender for a utilities mega-scale project: school in france, france. requires smart city tech."
tid-20769,"school in indonesia, indonesia",education,asia-pacific,indonesia,indonesia,1845.0,2028-03-26,public-private partnership,2029-11-29,25,community engagement,regulatory changes,open bid,high,mega,"open tender for a education mega-scale project: university campus in indonesia, indonesia. requires smart city tech."
