win_id,company,project_name,sector,region,country,subregion,value_usd_m,award_date,client,project_duration_months,esg_compliance,contract_type,completion_status,project_scale,description
win-20707,kajima corporation,"refinery in tamil nadu, india",infrastructure,asia-pacific,india,tamil nadu,62.4,2025-04-27,state-owned enterprise,19,water conservation,unit price,cancelled,small,"kajima corporation secured a infrastructure small-scale contract to build a dam in tamil nadu, india. project emphasizes innovation."
win-20708,bam group,"airport in indonesia, indonesia",infrastructure,asia-pacific,indonesia,indonesia,393.92,2020-06-01,state-owned enterprise,11,green building,fixed-price,completed,medium,"bam group secured a infrastructure medium-scale contract to build a wind farm in indonesia, indonesia. project emphasizes innovation."
win-20709,samsung c&t,"metro system in mexico, mexico",industrial,north america,mexico,mexico,60.03,2021-04-24,public-private partnership,75,renewable energy,fixed-price,on hold,small,"samsung c&t secured a industrial small-scale contract to build a railway in mexico, mexico. project emphasizes sustainability."
win-20710,vinci,"wind farm in england, uk",energy,europe,uk,england,2309.29,2025-05-06,private developer,33,unknown,unit price,on track,mega,"vinci secured a energy mega-scale contract to build a wind farm in england, uk. project emphasizes digitalization."
win-20711,mace group,"hospital in nigeria, nigeria",transportation,africa,nigeria,nigeria,1864.27,2020-06-13,government,19,green building,cost-plus,on hold,large,"mace group secured a transportation large-scale contract to build a solar plant in nigeria, nigeria. project emphasizes safety."
win-20712,snc-lavalin,"hospital in south korea, south korea",energy,asia-pacific,south korea,south korea,84.46,2024-08-26,government,32,unknown,fixed-price,on hold,small,"snc-lavalin secured a energy small-scale contract to build a solar plant in south korea, south korea. project emphasizes safety."
win-20713,vinci,"airport in venezuela, venezuela",healthcare,latin america,venezuela,venezuela,875.59,2021-09-18,private developer,32,green building,unit price,cancelled,large,"vinci secured a healthcare large-scale contract to build a refinery in venezuela, venezuela. project emphasizes digitalization."
win-20714,aecom,"high-rise building in indonesia, indonesia",commercial,asia-pacific,indonesia,indonesia,414.08,2025-04-06,municipality,31,waste reduction,cost-plus,on hold,medium,"aecom secured a commercial medium-scale contract to build a metro system in indonesia, indonesia. project emphasizes community impact."
win-20715,john holland,"port in saudi arabia, saudi arabia",commercial,middle east,saudi arabia,saudi arabia,19.96,2023-12-27,ngo,77,green building,fixed-price,delayed,small,"john holland secured a commercial small-scale contract to build a railway in saudi arabia, saudi arabia. project emphasizes safety."
win-20716,laing o’rourke,"warehouse in illinois, usa",utilities,north america,usa,illinois,888.42,2024-07-05,corporate,32,carbon neutrality,unit price,cancelled,large,"laing o’rourke secured a utilities large-scale contract to build a railway in illinois, usa. project emphasizes safety."
win-20717,multiplex,"metro system in argentina, argentina",industrial,latin america,argentina,argentina,3626.78,2025-03-27,state-owned enterprise,72,carbon neutrality,unit price,on hold,mega,"multiplex secured a industrial mega-scale contract to build a power plant in argentina, argentina. project emphasizes safety."
win-20718,john holland,"university campus in netherlands, netherlands",industrial,europe,netherlands,netherlands,78.58,2022-05-31,state-owned enterprise,45,green building,lump sum,cancelled,small,"john holland secured a industrial small-scale contract to build a highway in netherlands, netherlands. project emphasizes innovation."
win-20719,john holland,"stadium in morocco, morocco",industrial,africa,morocco,morocco,4532.27,2024-02-24,utility company,22,unknown,lump sum,completed,mega,"john holland secured a industrial mega-scale contract to build a residential complex in morocco, morocco. project emphasizes safety."
win-20720,kajima corporation,"refinery in kwazulu-natal, south africa",industrial,africa,south africa,kwazulu-natal,6024.6849999999995,2024-08-27,state-owned enterprise,52,carbon neutrality,fixed-price,cancelled,mega,"kajima corporation secured a industrial mega-scale contract to build a residential complex in kwazulu-natal, south africa. project emphasizes digitalization."
win-20721,strabag,"university campus in kuwait, kuwait",transportation,middle east,kuwait,kuwait,18.67,2021-10-14,corporate,61,community engagement,lump sum,completed,small,"strabag secured a transportation small-scale contract to build a wind farm in kuwait, kuwait. project emphasizes safety."
win-20722,ferrovial,"shopping mall in argentina, argentina",industrial,latin america,argentina,argentina,465.29,2023-01-06,private developer,62,community engagement,cost-plus,delayed,medium,"ferrovial secured a industrial medium-scale contract to build a port in argentina, argentina. project emphasizes sustainability."
win-20723,kiewit,"railway in british columbia, canada",education,north america,canada,british columbia,25.97,2023-10-08,corporate,31,carbon neutrality,cost-plus,completed,small,"kiewit secured a education small-scale contract to build a airport in british columbia, canada. project emphasizes community impact."
win-20724,larsen & toubro,"solar plant in victoria, australia",healthcare,australia,australia,victoria,320.49,2021-07-11,private developer,73,community engagement,fixed-price,on hold,medium,"larsen & toubro secured a healthcare medium-scale contract to build a highway in victoria, australia. project emphasizes sustainability."
win-20725,shimizu corporation,"highway in oman, oman",industrial,middle east,oman,oman,36.91,2023-07-04,public-private partnership,33,renewable energy,lump sum,cancelled,small,"shimizu corporation secured a industrial small-scale contract to build a refinery in oman, oman. project emphasizes community impact."
win-20726,strabag,"smart city in egypt, egypt",transportation,africa,egypt,egypt,74.52,2023-05-08,utility company,62,water conservation,lump sum,completed,small,"strabag secured a transportation small-scale contract to build a shopping mall in egypt, egypt. project emphasizes sustainability."
win-20727,gilbane,"bridge in colombia, colombia",utilities,latin america,colombia,colombia,32.23,2024-03-17,international agency,9,unknown,lump sum,completed,small,"gilbane secured a utilities small-scale contract to build a railway in colombia, colombia. project emphasizes innovation."
win-20728,mortenson construction,"hospital in mexico, mexico",energy,north america,mexico,mexico,224.03,2021-04-10,municipality,63,community engagement,unit price,on track,medium,"mortenson construction secured a energy medium-scale contract to build a solar plant in mexico, mexico. project emphasizes digitalization."
win-20729,saipem,"power plant in karnataka, india",education,asia-pacific,india,karnataka,1290.32,2022-06-26,corporate,36,green building,unit price,on track,large,"saipem secured a education large-scale contract to build a high-rise building in karnataka, india. project emphasizes sustainability."
win-20730,obayashi corporation,"wind farm in colombia, colombia",healthcare,latin america,colombia,colombia,4170.3,2020-12-23,corporate,80,green building,unit price,on hold,mega,"obayashi corporation secured a healthcare mega-scale contract to build a oil pipeline in colombia, colombia. project emphasizes safety."
win-20731,lendlease,"data center in egypt, egypt",energy,africa,egypt,egypt,269.72,2023-03-29,utility company,47,waste reduction,lump sum,on track,medium,"lendlease secured a energy medium-scale contract to build a port in egypt, egypt. project emphasizes sustainability."
win-20732,multiplex,"school in kuwait, kuwait",healthcare,middle east,kuwait,kuwait,95.21,2025-05-09,state-owned enterprise,36,water conservation,time and materials,delayed,small,"multiplex secured a healthcare small-scale contract to build a shopping mall in kuwait, kuwait. project emphasizes safety."
win-20733,bam group,"airport in wales, uk",residential,europe,uk,wales,301.51,2020-11-01,ngo,10,unknown,fixed-price,on hold,medium,"bam group secured a residential medium-scale contract to build a school in wales, uk. project emphasizes sustainability."
win-20734,china state construction,"hospital in california, usa",residential,north america,usa,california,5334.65,2021-08-04,private developer,82,water conservation,lump sum,on track,mega,"china state construction secured a residential mega-scale contract to build a university campus in california, usa. project emphasizes innovation."
